"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","2242.3","","","","1"
"2001","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","2222.0","","","","1"
"2002","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","2288.9","","","","1"
"2003","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","2277.4","","","","1"
"2004","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","2297.2","","","","1"
"2005","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","2203.4","","","","1"
"2006","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","2102.2","","","","1"
"2007","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","2026.0","","","","1"
"2008","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1927.2","","","","1"
"2009","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1745.1","","","","1"
"2010","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1710.7","","","","1"
"2011","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1721.8","","","","1"
"2012","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1746.5","","","","1"
"2013","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1723.1","","","","1"
"2014","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1711.0","","","","1"
"2015","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1712.4","","","","1"
"2016","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1694.8","","","","1"
"2017","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1724.8","","","","1"
"2018","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1728.4","","","","1"
"2019","Canada","2016A000011124","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2363391","1.2.10.1.1","1733.1","","","","1"
"1976","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1571.5","","","","1"
"1977","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1573.9","","","","1"
"1978","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1634.6","","","","1"
"1979","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1714.2","","","","1"
"1980","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1726.2","","","","1"
"1981","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1758.9","","","","1"
"1982","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1737.5","","","","1"
"1983","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1751.0","","","","1"
"1984","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1812.9","","","","1"
"1985","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1912.2","","","","1"
"1986","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1966.1","","","","1"
"1987","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","1982.0","","","","1"
"1988","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","2054.6","","","","1"
"1989","Canada","2016A000011124","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2363408","1.2.14.1.1","2058.9","","","","1"
